Unique Key,Created Date Year,Created Date Month,Created Date Day,Created Date Time Of Day,Closed Date Year,Closed Date Month,Closed Date Day,Closed Date Time Of Day,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date Year,Resolution Action Updated Date Month,Resolution Action Updated Date Day,Resolution Action Updated Date Time Of Day,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
48164909,2020,November,Evening,15,,,,,DOT,Department of Transportation,Street Sign - Dangling,"No Parking, Standing, Stopping",Street,10312.0,191 MAYBERRY PROMENADE,MAYBERRY PROMENADE,BEND,STRAWBERRY LANE,BEND,STRAWBERRY LANE,nan,STATEN ISLAND,MAYBERRY PROMENADE,nan,In Progress,nan,The Department of Transportation inspected the condition and opened a repair order. Repairs of this type are corrected within 14 days.,2020,November,Evening,19,03 STATEN ISLAND,5054220033.0,STATEN ISLAND,940165.0,131819.0,PHONE,Unspecified,STATEN ISLAND,nan,nan,nan,nan,nan,nan,nan,40.528378477375725,-74.15858229208156,"(40.52837847737573, -74.15858229208156)"
48164910,2020,November,Evening,14,,,,,DOT,Department of Transportation,Street Sign - Dangling,Other/Unknown,Street,10461.0,3040 ROBERTS AVENUE,ROBERTS AVENUE,HOBART AVENUE,JARVIS AVENUE,HOBART AVENUE,JARVIS AVENUE,nan,BRONX,ROBERTS AVENUE,nan,In Progress,nan,The Department of Transportation inspected the condition and opened a repair order. Repairs of this type are corrected within 14 days.,2020,November,Evening,19,10 BRONX,2041710001.0,BRONX,1031332.0,247466.0,PHONE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.84578658791581,-73.82982879138943,"(40.84578658791581, -73.82982879138943)"
48164911,2020,November,Evening,10,2020,November,Evening,10,DOT,Department of Transportation,Street Light Condition,Street Light Out,nan,10474.0,nan,nan,nan,nan,TIFFANY STREET,RANDALL AVENUE,INTERSECTION,BRONX,nan,nan,Closed,nan,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2020,November,Afternoon,20,02 BRONX,nan,BRONX,1014554.0,234952.0,UNKNOWN,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.81151278354441,-73.89052693657027,"(40.81151278354441, -73.89052693657027)"
48164920,2020,November,Evening,16,,,,,DOT,Department of Transportation,Street Sign - Missing,"No Parking, Standing, Stopping",Street,11206.0,92 BOGART STREET,BOGART STREET,MC KIBBIN STREET,INGRAHAM STREET,MC KIBBIN STREET,INGRAHAM STREET,nan,BROOKLYN,BOGART STREET,nan,In Progress,nan,The Department of Transportation inspected the condition and opened a repair order. Repairs of this type are corrected within 180 (120 Biz) days from the date of inspection.,2020,November,Evening,14,01 BROOKLYN,3030840001.0,BROOKLYN,1002637.0,196764.0,ONLINE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.706729382401704,-73.93368146639193,"(40.706729382401704, -73.93368146639192)"
46061236,2020,April,Night,22,2020,April,Night,22,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466.0,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,nan,BRONX,EAST  230 STREET,nan,Closed,nan,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2020,April,Night,2,12 BRONX,2048330028.0,BRONX,1022911.0,264242.0,MOBILE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
46061237,2020,April,Night,22,2020,April,Night,22,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466.0,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,nan,BRONX,EAST  230 STREET,nan,Closed,nan,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2020,April,Night,2,12 BRONX,2048330028.0,BRONX,1022911.0,264242.0,MOBILE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
46061238,2020,April,Night,19,2020,April,Night,19,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466.0,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,nan,BRONX,EAST  230 STREET,nan,Closed,nan,The Police Department responded to the complaint and determined that police action was not necessary.,2020,April,Night,23,12 BRONX,2048330028.0,BRONX,1022911.0,264242.0,MOBILE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
48035141,2020,October,Night,9,2020,November,Night,20,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10026.0,2119 FREDERICK DOUGLASS BOULEVARD,FREDERICK DOUGLASS BOULEVARD,nan,nan,nan,nan,ADDRESS,NEW YORK,nan,nan,Closed,nan,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2020,November,Night,20,10 MANHATTAN,1018480016.0,MANHATTAN,996404.0,231993.0,ONLINE,Unspecified,MANHATTAN,nan,nan,nan,nan,nan,nan,nan,40.803434760821894,-73.95609906776754,"(40.803434760821894, -73.95609906776754)"
48164925,2020,November,Evening,18,,,,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Non Passenger,nan,10458.0,EAST FORDHAM ROAD,EAST FORDHAM ROAD,EAST FORDHAM ROAD,WEBSTER AVENUE,EAST FORDHAM ROAD,WEBSTER AVENUE,nan,nan,nan,nan,In Progress,nan,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2020,November,Evening,14,07 BRONX,nan,BRONX,1014295.0,253237.0,PHONE,Unspecified,BRONX,nan,nan,"EAST FORDHAM ROAD AND WEBSTER AVENUE, BRONX, NY, 10458",nan,nan,nan,nan,40.86170065844651,-73.8913806653553,"(40.86170065844651, -73.8913806653553)"
46061239,2020,April,Night,19,2020,April,Night,19,NYPD,New York City Police Department,Urinating in Public,nan,Residential Building/House,11230.0,1014 EAST   14 STREET,EAST   14 STREET,AVENUE J,AVENUE K,AVENUE J,AVENUE K,nan,BROOKLYN,EAST   14 STREET,nan,Closed,nan,The Police Department responded to the complaint and took action to fix the condition.,2020,April,Night,23,14 BROOKLYN,3067150011.0,BROOKLYN,994739.0,166794.0,ONLINE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.62448128942297,-73.96221472523692,"(40.62448128942297, -73.96221472523692)"
47910824,2020,October,Evening,7,2020,October,Evening,18,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10451.0,235 EAST  149 STREET,EAST  149 STREET,nan,nan,nan,nan,ADDRESS,BRONX,nan,nan,Closed,nan,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2020,October,Evening,18,01 BRONX,2023380003.0,BRONX,1005280.0,237204.0,ONLINE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.81772083546153,-73.92402214304747,"(40.817720835461536, -73.92402214304747)"
46061247,2020,April,Night,1,2020,April,Night,1,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11211.0,845 GRAND STREET,GRAND STREET,BUSHWICK AVENUE,OLIVE STREET,BUSHWICK AVENUE,OLIVE STREET,nan,BROOKLYN,GRAND STREET,nan,Closed,nan,The Police Department responded to the complaint and took action to fix the condition.,2020,April,Night,5,01 BROOKLYN,3029220047.0,BROOKLYN,1000944.0,198751.0,ONLINE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.71218658123357,-73.93978287793131,"(40.712186581233574, -73.93978287793131)"
48035140,2020,October,Night,10,2020,November,Night,18,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10030.0,212 WEST  133 STREET,WEST  133 STREET,nan,nan,nan,nan,ADDRESS,NEW YORK,nan,nan,Closed,nan,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2020,November,Night,18,10 MANHATTAN,1019380046.0,MANHATTAN,999381.0,235950.0,ONLINE,Unspecified,MANHATTAN,nan,nan,nan,nan,nan,nan,nan,40.81429103122533,-73.94533705954535,"(40.81429103122533, -73.94533705954535)"
48164936,2020,November,Evening,12,,,,,DSNY,BCC - Queens West,Derelict Vehicles,14 Derelict Vehicles,Street,11379.0,82-01 ELIOT AVENUE,ELIOT AVENUE,82 STREET,83 STREET,nan,nan,ADDRESS,Middle Village,nan,DSNY Garage,Open,nan,The Department of Sanitation is in the process of investigating this complaint.,2020,November,Evening,22,05 QUEENS,4029160030.0,QUEENS,1018224.0,203737.0,ONLINE,Unspecified,QUEENS,nan,nan,nan,nan,nan,nan,nan,40.72582245961405,-73.87742688295762,"(40.72582245961405, -73.87742688295762)"
48164952,2020,November,Evening,16,2020,November,Evening,10,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),nan,11238.0,548 ST MARKS AVENUE,ST MARKS AVENUE,NYCTA SUBWAY,FRANKLIN AVE,nan,nan,ADDRESS,BROOKLYN,nan,nan,Closed,nan,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2020,November,Evening,10,08 BROOKLYN,3011560048.0,BROOKLYN,996363.0,185555.0,ONLINE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.67597408022389,-73.95633078260045,"(40.67597408022389, -73.95633078260046)"
48164957,2020,November,Evening,5,2020,November,Evening,6,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),nan,11226.0,136 CLARKSON AVENUE,CLARKSON AVENUE,BEDFORD AVE,ROGERS AVE,nan,nan,ADDRESS,BROOKLYN,nan,nan,Closed,nan,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2020,November,Evening,6,17 BROOKLYN,nan,BROOKLYN,996709.0,177955.0,ONLINE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.65511329032618,-73.95509744478002,"(40.65511329032618, -73.95509744478001)"
48164959,2020,November,Evening,4,2020,November,Evening,6,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),nan,11226.0,CLARKSON AVENUE,CLARKSON AVENUE,BEDFORD AVENUE,ROGERS AVENUE,nan,nan,BLOCKFACE,BROOKLYN,nan,nan,Closed,nan,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2020,November,Evening,6,09 BROOKLYN,nan,BROOKLYN,996838.0,177968.0,PHONE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.655148790037906,-73.95463250129222,"(40.655148790037906, -73.95463250129222)"
48164961,2020,November,Evening,5,2020,November,Evening,6,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),nan,11226.0,160 CLARKSON AVENUE,CLARKSON AVENUE,BEDFORD AVE,ROGERS AVE,nan,nan,ADDRESS,BROOKLYN,nan,nan,Closed,nan,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2020,November,Evening,6,17 BROOKLYN,3050650039.0,BROOKLYN,996865.0,177967.0,PHONE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.655146006834,-73.9545351944366,"(40.65514600683399, -73.9545351944366)"
48164970,2020,November,Evening,21,2020,November,Evening,21,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),nan,10456.0,880 CAULDWELL AVENUE,CAULDWELL AVENUE,E 161 ST,E 163 ST,nan,nan,ADDRESS,BRONX,nan,nan,Closed,nan,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2020,November,Evening,21,03 BRONX,nan,BRONX,1009915.0,238875.0,ONLINE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.82229500652055,-73.9072702873476,"(40.82229500652055, -73.9072702873476)"
48164975,2020,November,Evening,9,2020,November,Evening,9,DOT,Department of Transportation,Street Light Condition,Street Light Out,nan,10314.0,nan,nan,nan,nan,STEINWAY AVENUE,NOME AVENUE,INTERSECTION,STATEN ISLAND,nan,nan,Closed,nan,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2020,November,Afternoon,9,02 STATEN ISLAND,nan,STATEN ISLAND,938471.0,154323.0,UNKNOWN,Unspecified,STATEN ISLAND,nan,nan,nan,nan,nan,nan,nan,40.59013893689003,-74.16482824699624,"(40.59013893689002, -74.16482824699624)"
48164987,2020,November,Evening,7,2020,November,Evening,7,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),nan,10019.0,124 WEST   58 STREET,WEST   58 STREET,AVENUE OF THE AMERICAS,7 AVE,nan,nan,ADDRESS,NEW YORK,nan,nan,Closed,nan,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2020,November,Evening,7,05 MANHATTAN,1010100021.0,MANHATTAN,990448.0,218124.0,ONLINE,Unspecified,MANHATTAN,nan,nan,nan,nan,nan,nan,nan,40.76537423741972,-73.97762526947527,"(40.76537423741972, -73.97762526947527)"
48165039,2020,November,Evening,10,,,,,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),nan,11357.0,10-28 154 STREET,154 STREET,10 AVE,11 AVE,nan,nan,ADDRESS,Whitestone,nan,nan,Open,nan,nan,,,,,07 QUEENS,4045390066.0,QUEENS,1037645.0,228179.0,ONLINE,Unspecified,QUEENS,nan,nan,nan,nan,nan,nan,nan,40.79281341681398,-73.80716487653663,"(40.79281341681398, -73.80716487653663)"
48165046,2020,November,Evening,10,2020,November,Afternoon,23,DOT,Department of Transportation,Street Light Condition,Street Light Out,nan,nan,nan,nan,nan,nan,51 ST E,3 AVE,INTERSECTION,nan,nan,nan,Pending,nan,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2020,November,Afternoon,23,Unspecified MANHATTAN,nan,MANHATTAN,nan,nan,UNKNOWN,Unspecified,MANHATTAN,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
48165070,2020,November,Evening,7,,,,,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10473.0,820 BOYNTON AVENUE,BOYNTON AVENUE,nan,nan,nan,nan,ADDRESS,BRONX,nan,nan,Open,nan,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2020,November,Evening,0,09 BRONX,2036270040.0,BRONX,1018510.0,238075.0,PHONE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.8200700799799,-73.87621998045462,"(40.8200700799799, -73.87621998045462)"
46061269,2020,April,Night,23,2020,April,Night,0,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466.0,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,nan,BRONX,EAST  230 STREET,nan,Closed,nan,The Police Department reviewed your complaint and provided additional information below.,2020,April,Night,4,12 BRONX,2048330028.0,BRONX,1022911.0,264242.0,MOBILE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
46061270,2020,April,Night,20,2020,April,Night,20,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466.0,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,nan,BRONX,EAST  230 STREET,nan,Closed,nan,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2020,April,Night,0,12 BRONX,2048330028.0,BRONX,1022911.0,264242.0,MOBILE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
48035142,2020,October,Night,20,2020,November,Night,18,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10474.0,735 BRYANT AVENUE,BRYANT AVENUE,nan,nan,nan,nan,ADDRESS,BRONX,nan,nan,Closed,nan,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2020,November,Night,18,02 BRONX,2027630233.0,BRONX,1015859.0,236412.0,MOBILE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.815515500025704,-73.88580575953223,"(40.815515500025704, -73.88580575953223)"
48165071,2020,November,Evening,10,,,,,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10453.0,10 RICHMAN PLAZA,RICHMAN PLAZA,nan,nan,nan,nan,ADDRESS,BRONX,nan,nan,Open,nan,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2020,November,Evening,0,05 BRONX,2028820229.0,BRONX,1005563.0,249523.0,PHONE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.85153224294256,-73.92296056986399,"(40.85153224294256, -73.92296056986399)"
48165072,2020,November,Evening,10,2020,November,Evening,11,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,11225.0,480 MONTGOMERY STREET,MONTGOMERY STREET,nan,nan,nan,nan,ADDRESS,BROOKLYN,nan,nan,Closed,nan,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2020,November,Evening,11,09 BROOKLYN,3013090039.0,BROOKLYN,998393.0,181663.0,PHONE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.665288402173545,-73.94902048955049,"(40.66528840217355, -73.94902048955049)"
47652835,2020,September,Night,18,2020,September,Night,17,DEP,Department of Environmental Protection,Sewer,Culvert Blocked/Needs Cleaning (SE),nan,10314.0,196 WATCHOGUE ROAD,WATCHOGUE ROAD,ST JOHN AVE,NEAL DOW AVE,nan,nan,ADDRESS,STATEN ISLAND,nan,nan,Closed,nan,The Department of Environmental Protection investigated this complaint and cleaned the culvert.,2020,September,Night,17,01 STATEN ISLAND,5004590012.0,STATEN ISLAND,946526.0,163629.0,PHONE,Unspecified,STATEN ISLAND,nan,nan,nan,nan,nan,nan,nan,40.61571992518879,-74.1358780765991,"(40.615719925188785, -74.1358780765991)"
48165080,2020,November,Evening,12,2020,November,Evening,12,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),nan,11226.0,629 EAST   17 STREET,EAST   17 STREET,NEWKIRK AVE,FOSTER AVE,nan,nan,ADDRESS,BROOKLYN,nan,nan,Closed,nan,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2020,November,Evening,12,14 BROOKLYN,3052170037.0,BROOKLYN,994971.0,170742.0,PHONE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.63531743747123,-73.96137270368094,"(40.63531743747123, -73.96137270368094)"
47910840,2020,October,Evening,0,2020,October,Evening,0,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11233.0,112 ROCKAWAY AVENUE,ROCKAWAY AVENUE,MAC DOUGAL STREET,HULL STREET,MAC DOUGAL STREET,HULL STREET,nan,BROOKLYN,ROCKAWAY AVENUE,nan,Closed,nan,The Police Department responded to the complaint and took action to fix the condition.,2020,October,Evening,4,16 BROOKLYN,3015330046.0,BROOKLYN,1008901.0,186915.0,ONLINE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.67968093565426,-73.9111244237792,"(40.67968093565426, -73.91112442377921)"
47910839,2020,October,Evening,17,,,,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10453.0,1520 SEDGWICK AVENUE,SEDGWICK AVENUE,nan,nan,nan,nan,ADDRESS,BRONX,nan,nan,Open,nan,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2020,October,Evening,0,05 BRONX,2028800017.0,BRONX,1005020.0,247793.0,PHONE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.846785199904375,-73.9249286930726,"(40.846785199904375, -73.92492869307259)"
48165082,2020,November,Evening,18,2020,November,Night,10,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10026.0,161 LENOX AVENUE,LENOX AVENUE,nan,nan,nan,nan,ADDRESS,NEW YORK,nan,nan,Closed,nan,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2020,November,Night,10,10 MANHATTAN,1019030029.0,MANHATTAN,998461.0,231992.0,PHONE,Unspecified,MANHATTAN,nan,nan,nan,nan,nan,nan,nan,40.8034289471096,-73.9486690716592,"(40.8034289471096, -73.94866907165921)"
48165088,2020,November,Evening,13,,,,,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,11218.0,3845 18 AVENUE,18 AVENUE,nan,nan,nan,nan,ADDRESS,BROOKLYN,nan,nan,Open,nan,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2020,November,Evening,0,14 BROOKLYN,3054170015.0,BROOKLYN,992261.0,170110.0,ONLINE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.63358559729233,-73.97113746516395,"(40.63358559729233, -73.97113746516395)"
48165089,2020,November,Evening,14,,,,,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10456.0,372 EAST  167 STREET,EAST  167 STREET,nan,nan,nan,nan,ADDRESS,BRONX,nan,nan,Open,nan,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2020,November,Evening,0,04 BRONX,2024290019.0,BRONX,1008692.0,242033.0,PHONE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.83096628103886,-73.91167757724135,"(40.83096628103886, -73.91167757724135)"
48165090,2020,November,Evening,12,2020,November,Evening,14,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),nan,11416.0,97-47 77 STREET,77 STREET,97 AVE,101 AVE,nan,nan,ADDRESS,Ozone Park,nan,nan,Closed,nan,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",2020,November,Evening,14,09 QUEENS,4090490040.0,QUEENS,1022892.0,187214.0,PHONE,Unspecified,QUEENS,nan,nan,nan,nan,nan,nan,nan,40.68045160243204,-73.86068027408609,"(40.68045160243204, -73.86068027408609)"
48165091,2020,November,Evening,10,2020,November,Evening,10,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),nan,11237.0,1468 MYRTLE AVENUE,MYRTLE AVENUE,MENAHAN ST,GROVE ST,nan,nan,ADDRESS,BROOKLYN,nan,nan,Closed,nan,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2020,November,Evening,10,04 BROOKLYN,3033170026.0,BROOKLYN,1007599.0,193976.0,PHONE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.699065277834784,-73.91579411963373,"(40.69906527783478, -73.91579411963373)"
48165095,2020,November,Evening,11,2020,November,Evening,10,DEP,Department of Environmental Protection,Sewer,Catch Basin Sunken/Damaged/Raised (SC1),nan,10314.0,1 FILLAT STREET,FILLAT STREET,WOOLLEY AVE,CRYSTAL AVE,nan,nan,ADDRESS,STATEN ISLAND,nan,nan,Closed,nan,The Department of Environmental Protection investigated this complaint and resolved the issue.,2020,November,Evening,10,01 STATEN ISLAND,5004740125.0,STATEN ISLAND,945062.0,162531.0,PHONE,Unspecified,STATEN ISLAND,nan,nan,nan,nan,nan,nan,nan,40.61269979174185,-74.14114487680261,"(40.61269979174185, -74.14114487680261)"
48165096,2020,November,Evening,20,,,,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR FRAME,RESIDENTIAL BUILDING,11203.0,854 EAST NEW YORK AVENUE,EAST NEW YORK AVENUE,nan,nan,nan,nan,ADDRESS,BROOKLYN,nan,nan,Open,nan,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2020,November,Evening,0,09 BROOKLYN,3045880001.0,BROOKLYN,1002498.0,180679.0,PHONE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.66258003196661,-73.93422637554649,"(40.66258003196661, -73.93422637554649)"
48165097,2020,November,Evening,14,,,,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,11226.0,297 LENOX ROAD,LENOX ROAD,nan,nan,nan,nan,ADDRESS,BROOKLYN,nan,nan,Open,nan,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2020,November,Evening,0,17 BROOKLYN,3048370089.0,BROOKLYN,998329.0,177624.0,PHONE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.65420234032701,-73.94925961550564,"(40.654202340327004, -73.94925961550564)"
48165098,2020,November,Evening,21,2020,November,Evening,16,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10453.0,156 EAST  178 STREET,EAST  178 STREET,nan,nan,nan,nan,ADDRESS,BRONX,nan,nan,Closed,nan,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2020,November,Evening,16,05 BRONX,2028080009.0,BRONX,1010176.0,249243.0,PHONE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.85075138602628,-73.90628719834552,"(40.85075138602628, -73.90628719834551)"
